taxon,genus,subtribe,tribe,subfamily,family,superfamily,order,class,taxon1,taxon2,rand.type,polyphyly.scheme,use.paraphyletic,use.singleton,respect.mono,use.stem,respect.para,clump.puts,prob,keep.tip,MDCC,MDCC.rank
Sanguisorba_verrucosa,Sanguisorba,Sanguisorbinae,Sanguisorbeae,Rosoideae,Rosaceae,,Rosales,Magnoliopsida,,,,,,,,,,,,1,Sanguisorba,genus
Sanicula_europaea,Sanicula,,Saniculeae,Saniculoideae,Apiaceae,,Apiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Santolina_ageratifolia,Santolina,Santolininae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Santolina,genus
Santolina_benthamiana,Santolina,Santolininae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Santolina,genus
Santolina_canescens,Santolina,Santolininae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Santolina,genus
Santolina_villosa,Santolina,Santolininae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Santolina,genus
Santolina_elegans,Santolina,Santolininae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Santolina,genus
Santolina_ericoides,Santolina,Santolininae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Santolina,genus
Santolina_impressa,Santolina,Santolininae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Santolina,genus
Santolina_magonica,Santolina,Santolininae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Santolina,genus
Santolina_melidensis,Santolina,Santolininae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Santolina,genus
Santolina_montiberica,Santolina,Santolininae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Santolina,genus
Santolina_oblongifolia,Santolina,Santolininae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Santolina_pectinata,Santolina,Santolininae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Santolina,genus
Santolina_rosmarinifolia,Santolina,Santolininae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Santolina,genus
Santolina_semidentata,Santolina,Santolininae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Santolina,genus
Santolina_vedranensis,Santolina,Santolininae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Santolina,genus
Santolina_virens,Santolina,Santolininae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Santolina,genus
Santolina_viscosa,Santolina,Santolininae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Santolina,genus
Saponaria_bellidifolia,Saponaria,,Caryophylleae,,Caryophyllaceae,,Caryophyllales,Magnoliopsida,,,,,,,,,,,,1,Saponaria,genus
Saponaria_caespitosa,Saponaria,,Caryophylleae,,Caryophyllaceae,,Caryophyllales,Magnoliopsida,,,,,,,,,,,,1,Saponaria,genus
Saponaria_glutinosa,Saponaria,,Caryophylleae,,Caryophyllaceae,,Caryophyllales,Magnoliopsida,,,,,,,,,,,,1,Saponaria,genus
Saponaria_ocymoides,Saponaria,,Caryophylleae,,Caryophyllaceae,,Caryophyllales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saponaria_officinalis,Saponaria,,Caryophylleae,,Caryophyllaceae,,Caryophyllales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Sarcocapnos_baetica_ssp._ardalii,Sarcocapnos,,,Fumarioideae,Papaveraceae,,Ranunculales,Magnoliopsida,,,,,,,,,,,,1,Sarcocapnos,genus
Sarcocapnos_baetica_ssp._baetica,Sarcocapnos,,,Fumarioideae,Papaveraceae,,Ranunculales,Magnoliopsida,,,,,,,,,,,,1,Sarcocapnos,genus
Sarcocapnos_baetica_ssp._integrifolia,Sarcocapnos,,,Fumarioideae,Papaveraceae,,Ranunculales,Magnoliopsida,,,,,,,,,,,,1,Sarcocapnos,genus
Sarcocapnos_speciosa,Sarcocapnos,,,Fumarioideae,Papaveraceae,,Ranunculales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Sarcocapnos_enneaphylla,Sarcocapnos,,,Fumarioideae,Papaveraceae,,Ranunculales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Sarcocapnos_pulcherrima,Sarcocapnos,,,Fumarioideae,Papaveraceae,,Ranunculales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Sarcocapnos_saetabensis,Sarcocapnos,,,Fumarioideae,Papaveraceae,,Ranunculales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Sarcocornia_fruticosa,Sarcocornia,,,Salicornioideae,Chenopodiaceae,,Caryophyllales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Sarcocornia_hispanica,Sarcocornia,,,Salicornioideae,Chenopodiaceae,,Caryophyllales,Magnoliopsida,,,,,,,,,,,,1,Sarcocornia,genus
Sarcocornia_lagascae,Sarcocornia,,,Salicornioideae,Chenopodiaceae,,Caryophyllales,Magnoliopsida,,,,,,,,,,,,1,Sarcocornia,genus
Sarcocornia_perennis_ssp._alpini,Sarcocornia,,,Salicornioideae,Chenopodiaceae,,Caryophyllales,Magnoliopsida,,,,,,,,,,,,1,Sarcocornia,genus
Sarcocornia_perennis,Sarcocornia,,,Salicornioideae,Chenopodiaceae,,Caryophyllales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Sarcocornia_pruinosa,Sarcocornia,,,Salicornioideae,Chenopodiaceae,,Caryophyllales,Magnoliopsida,,,,,,,,,,,,1,Sarcocornia,genus
Satureja_cuneifolia,Satureja,,Mentheae,Nepetoideae,Lamiaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Satureja_innota,Satureja,,Mentheae,Nepetoideae,Lamiaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Satureja_intricata,Satureja,,Mentheae,Nepetoideae,Lamiaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Satureja,genus
Satureja_montana_ssp._montana,Satureja,,Mentheae,Nepetoideae,Lamiaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Satureja,genus
Saussurea_alpina,Saussurea,,,,,,,,,,,,,,,,,,,1,Tip,Tip
Saxifraga_aizoides,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_androsacea,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_aquatica,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_aretioides,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_aspera,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_babiana,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_biternata,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_bourgaeana,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_bryoides,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_caesia,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_camposii,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_camposii_ssp._leptophylla,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Saxifraga,genus
Saxifraga_canaliculata,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_carpetana,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_catalaunica,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Saxifraga,genus
Saxifraga_cintrana,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_clusii,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_conifera,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_corsica_ssp._cossoniana,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Saxifraga,genus
Saxifraga_cotyledon,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_cuneata,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_dichotoma,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_erioblasta,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_felineri,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_fragilis,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_fragilis_ssp._paniculata,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Saxifraga,genus
Saxifraga_fragosoi,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_gemmulosa,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_genesiana,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_geranioides,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_globulifera,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_granulata,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_haenseleri,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_hariotii,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_hirsuta,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_hirsuta_ssp._paucicrenata,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Saxifraga,genus
Saxifraga_intricata,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_latepetiolata,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_clusii_ssp._lepismigena,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Saxifraga,genus
Saxifraga_longifolia,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_losae,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_media,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Saxifraga,genus
Saxifraga_moncayensis,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_moschata,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Saxifraga,genus
Saxifraga_nevadensis,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_oppositifolia,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_oppositifolia_ssp._paradoxa,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Saxifraga,genus
Saxifraga_paniculata,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_pentadactylis_ssp._almanzorii,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Saxifraga,genus
Saxifraga_pentadactylis,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_pentadactylis_ssp._willkommiana,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Saxifraga,genus
Saxifraga_praetermissa,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_pubescens_ssp._iratiana,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Saxifraga,genus
Saxifraga_pubescens,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_retusa,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_reuteriana,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_rigoi,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_rotundifolia,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_spathularis,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_stellaris,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_trabutiana,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_tridactylites,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_trifurcata,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_umbrosa,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Saxifraga_vayredana,Saxifraga,,,,Saxifragaceae,,Saxifragales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Scabiosa_andryalifolia,Scabiosa,,,,Caprifoliaceae,,Dipsacales,Magnoliopsida,,,,,,,,,,,,1,Scabiosa,genus
Scabiosa_atropurpurea,Scabiosa,,,,Caprifoliaceae,,Dipsacales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Scabiosa_cinerea,Scabiosa,,,,Caprifoliaceae,,Dipsacales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Scabiosa_columbaria_ssp._affinis,Scabiosa,,,,Caprifoliaceae,,Dipsacales,Magnoliopsida,,,,,,,,,,,,1,Scabiosa,genus
Scabiosa_columbaria_ssp._columbaria,Scabiosa,,,,Caprifoliaceae,,Dipsacales,Magnoliopsida,,,,,,,,,,,,1,Scabiosa,genus
Scabiosa_galianoi,Scabiosa,,,,Caprifoliaceae,,Dipsacales,Magnoliopsida,,,,,,,,,,,,1,Scabiosa,genus
Scabiosa_turolensis_ssp._grosii,Scabiosa,,,,Caprifoliaceae,,Dipsacales,Magnoliopsida,,,,,,,,,,,,1,Scabiosa,genus
Scabiosa_turolensis,Scabiosa,,,,Caprifoliaceae,,Dipsacales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Scandix_australis,Scandix,Scandicinae,Scandiceae,Apioideae,Apiaceae,,Apiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Scandix_australis_ssp._brevirostris,Scandix,Scandicinae,Scandiceae,Apioideae,Apiaceae,,Apiales,Magnoliopsida,,,,,,,,,,,,1,Scandix,genus
Scandix_australis_ssp._microcarpa,Scandix,Scandicinae,Scandiceae,Apioideae,Apiaceae,,Apiales,Magnoliopsida,,,,,,,,,,,,1,Scandix,genus
Scandix_macrorhyncha,Scandix,Scandicinae,Scandiceae,Apioideae,Apiaceae,,Apiales,Magnoliopsida,,,,,,,,,,,,1,Scandix,genus
Scandix_pecten-veneris,Scandix,Scandicinae,Scandiceae,Apioideae,Apiaceae,,Apiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Scandix_stellata,Scandix,Scandicinae,Scandiceae,Apioideae,Apiaceae,,Apiales,Magnoliopsida,,,,,,,,,,,,1,Scandix,genus
Schenkia_elegans,Schenkia,Chironiinae,Chironieae,,Gentianaceae,,Gentianales,Magnoliopsida,,,,,,,,,,,,1,Chironiinae,subtribe
Schenkia_spicata,Schenkia,Chironiinae,Chironieae,,Gentianaceae,,Gentianales,Magnoliopsida,,,,,,,,,,,,1,Chironiinae,subtribe
Schismus_barbatus,Schismus,,Danthonieae,Danthonioideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Schoenoplectiella_erecta,Schoenoplectiella,,Fuireneae,Cyperoideae,Cyperaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Schoenoplectiella,genus
Schoenoplectiella_mucronata,Schoenoplectiella,,Fuireneae,Cyperoideae,Cyperaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Schoenoplectiella_supina,Schoenoplectiella,,Fuireneae,Cyperoideae,Cyperaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Schoenoplectiella,genus
Schoenoplectus_corymbosus,Schoenoplectus,,Fuireneae,Cyperoideae,Cyperaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Schoenoplectus_tabernaemontani,Schoenoplectus,,Fuireneae,Cyperoideae,Cyperaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Schoenoplectus_lacustris_ssp._lacustris,Schoenoplectus,,Fuireneae,Cyperoideae,Cyperaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Schoenoplectus,genus
Schoenoplectus_litoralis,Schoenoplectus,,Fuireneae,Cyperoideae,Cyperaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Schoenoplectus_pungens,Schoenoplectus,,Fuireneae,Cyperoideae,Cyperaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Schoenoplectus,genus
Schoenoplectus_triqueter,Schoenoplectus,,Fuireneae,Cyperoideae,Cyperaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Schoenus_nigricans,Schoenus,,Schoeneae,Cyperoideae,Cyperaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Scilla_autumnalis,Scilla,,Hyacintheae,Hyacinthoideae,Hyacinthaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Scilla,genus
Scilla_lilio-hyacinthus,Scilla,,Hyacintheae,Hyacinthoideae,Hyacinthaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Scilla,genus
Scilla_monophyllos,Scilla,,Hyacintheae,Hyacinthoideae,Hyacinthaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Scilla,genus
Scilla_numidica,Scilla,,Hyacintheae,Hyacinthoideae,Hyacinthaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Scilla,genus
Scilla_obtusifolia,Scilla,,Hyacintheae,Hyacinthoideae,Hyacinthaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Scilla,genus
Scilla_peruviana,Scilla,,Hyacintheae,Hyacinthoideae,Hyacinthaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Scilla_verna_ssp._ramburii,Scilla,,Hyacintheae,Hyacinthoideae,Hyacinthaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Scilla,genus
Scilla_verna_ssp._verna,Scilla,,Hyacintheae,Hyacinthoideae,Hyacinthaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Scilla,genus
Scirpoides_holoschoenus,Scirpoides,,Cypereae,Cyperoideae,Cyperaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Scirpus_sylvaticus,Scirpus,,Scirpeae,Cyperoideae,Cyperaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Scleranthus_annuus,Scleranthus,,Sclerantheae,,Caryophyllaceae,,Caryophyllales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Scleranthus_burnatii,Scleranthus,,Sclerantheae,,Caryophyllaceae,,Caryophyllales,Magnoliopsida,,,,,,,,,,,,1,Scleranthus,genus
Scleranthus_delortii,Scleranthus,,Sclerantheae,,Caryophyllaceae,,Caryophyllales,Magnoliopsida,,,,,,,,,,,,1,Scleranthus,genus
Scleranthus_perennis,Scleranthus,,Sclerantheae,,Caryophyllaceae,,Caryophyllales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Scleranthus_polycarpos,Scleranthus,,Sclerantheae,,Caryophyllaceae,,Caryophyllales,Magnoliopsida,,,,,,,,,,,,1,Scleranthus,genus
Scleranthus_polycnemoides,Scleranthus,,Sclerantheae,,Caryophyllaceae,,Caryophyllales,Magnoliopsida,,,,,,,,,,,,1,Scleranthus,genus
Scleranthus_uncinatus,Scleranthus,,Sclerantheae,,Caryophyllaceae,,Caryophyllales,Magnoliopsida,,,,,,,,,,,,1,Scleranthus,genus
Scleranthus_verticillatus,Scleranthus,,Sclerantheae,,Caryophyllaceae,,Caryophyllales,Magnoliopsida,,,,,,,,,,,,1,Scleranthus,genus
Sclerochloa_dura,Sclerochloa,Coleanthinae,Poeae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Scolymus_hispanicus,Scolymus,Scolyminae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Scolymus_maculatus,Scolymus,Scolyminae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Scorpiurus_muricatus,Scorpiurus,,Loteae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Loteae,tribe
Scorpiurus_subvillosus,Scorpiurus,,Loteae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Loteae,tribe
Scorpiurus_sulcatus,Scorpiurus,,Loteae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Loteae,tribe
Scorpiurus_vermiculatus,Scorpiurus,,Loteae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Loteae,tribe
Scorzonera_albicans,Scorzonera,Scorzonerinae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Scorzonera,genus
Scorzonera_angustifolia,Scorzonera,Scorzonerinae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Scorzonera_aristata,Scorzonera,Scorzonerinae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Scorzonera_baetica,Scorzonera,Scorzonerinae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Scorzonera,genus
Scorzonera_hirsuta,Scorzonera,Scorzonerinae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Scorzonera,genus
Scorzonera_hispanica,Scorzonera,Scorzonerinae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Scorzonera_humilis,Scorzonera,Scorzonerinae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Scorzonera_parviflora,Scorzonera,Scorzonerinae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Scorzonera_reverchonii,Scorzonera,Scorzonerinae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Scorzonera,genus
Scorzoneroides_autumnalis,Scorzoneroides,Hypochaeridinae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Scorzoneroides_carpetana_ssp._carpetana,Scorzoneroides,Hypochaeridinae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Scorzoneroides,genus
Scorzoneroides_carpetana_ssp._duboisii,Scorzoneroides,Hypochaeridinae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Scorzoneroides,genus
Scorzoneroides_carpetana_ssp._nevadensis,Scorzoneroides,Hypochaeridinae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Scorzoneroides,genus
Scorzoneroides_microcephala,Scorzoneroides,Hypochaeridinae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Scorzoneroides_muelleri,Scorzoneroides,Hypochaeridinae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Scorzoneroides_palisiae,Scorzoneroides,Hypochaeridinae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Scorzoneroides_pyrenaica_ssp._cantabrica,Scorzoneroides,Hypochaeridinae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Scorzoneroides,genus
Scorzoneroides_pyrenaica_ssp._pyrenaica,Scorzoneroides,Hypochaeridinae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Scorzoneroides,genus
Scrophularia_alpestris,Scrophularia,,Scrophularieae,,Scrophulariaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
